nodeid,markers
tests/test_contract_auth.py::test_rejects_missing_token[GET /api/v1/billing/bills/{id}],P1|auth|contract|module_billing|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[PATCH /api/v1/billing/bills/{id}],P1|auth|contract|module_billing|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /api/v1/billing/bills/{id}/audit_logs],P1|auth|contract|module_billing|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /api/v1/billing/bills/{id}/deliveries],P1|auth|contract|module_billing|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[POST /api/v1/billing/bills/{id}/finalize],P1|auth|contract|module_billing|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[POST /api/v1/billing/bills/{id}/payments],P1|auth|contract|module_billing|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /api/v1/billing/bills/{id}/pdf],P1|auth|contract|module_billing|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[PATCH /api/v1/billing/bills/{id}/refund],P1|auth|contract|module_billing|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[POST /api/v1/billing/bills/{id}/share],P1|auth|contract|module_billing|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /api/v1/billing/catalogue/search],P1|auth|contract|module_billing|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[POST /api/v1/billing/coupons/validate],P1|auth|contract|module_billing|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[POST /api/v1/billing/customers],P1|auth|contract|module_billing|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /api/v1/billing/customers/search],P1|auth|contract|module_billing|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /api/v1/billing/customers/{id}/purchase_history],P1|auth|contract|module_billing|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /api/v1/billing/customers/{id}/recommended_offers],P1|auth|contract|module_billing|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /api/v1/billing/packages],P1|auth|contract|module_billing|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /api/v1/billing/products],P1|auth|contract|module_billing|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /api/v1/billing/services],P1|auth|contract|module_billing|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /api/v1/billing/staff],P1|auth|contract|module_billing|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /api/v1/billing/summary],P1|auth|contract|module_billing|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /api/v1/billing/tax_config],P1|auth|contract|module_billing|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[DELETE /customer_memberships/{id}],P1|auth|contract|module_billing|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /customer_memberships/{id}],P1|auth|contract|module_billing|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[PATCH /customer_memberships/{id}],P1|auth|contract|module_billing|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/customer_memberships],P1|auth|contract|module_billing|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/membership_plans],P1|auth|contract|module_billing|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[POST /salons/{salon_id}/membership_plans],P1|auth|contract|module_billing|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[DELETE /salons/{salon_id}/membership_plans/{id}],P1|auth|contract|module_billing|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/membership_plans/{id}],P1|auth|contract|module_billing|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[PATCH /salons/{salon_id}/membership_plans/{id}],P1|auth|contract|module_billing|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[POST /salons/{salon_id}/salon_customer_profiles/{salon_customer_profile_id}/customer_memberships],P1|auth|contract|module_billing|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/dashboard/action_center/complaints],P1|auth|contract|module_dashboard|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/dashboard/action_center/low_stock],P1|auth|contract|module_dashboard|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/dashboard/action_center/membership_renewals],P1|auth|contract|module_dashboard|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/dashboard/analytics],P1|auth|contract|module_dashboard|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/dashboard/attendance],P1|auth|contract|module_dashboard|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/dashboard/employees],P1|auth|contract|module_dashboard|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/dashboard/expenses],P1|auth|contract|module_dashboard|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/dashboard/insights],P1|auth|contract|module_dashboard|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/dashboard/inventory],P1|auth|contract|module_dashboard|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/dashboard/meta],P1|auth|contract|module_dashboard|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/dashboard/overview],P1|auth|contract|module_dashboard|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/dashboard/packages],P1|auth|contract|module_dashboard|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/dashboard/reminders],P1|auth|contract|module_dashboard|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/enquiries],P1|auth|contract|module_dashboard|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[POST /salons/{salon_id}/enquiries],P1|auth|contract|module_dashboard|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/enquiries/export],P1|auth|contract|module_dashboard|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/enquiries/sources],P1|auth|contract|module_dashboard|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[DELETE /salons/{salon_id}/enquiries/{id}],P1|auth|contract|module_dashboard|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/enquiries/{id}],P1|auth|contract|module_dashboard|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[PATCH /salons/{salon_id}/enquiries/{id}],P1|auth|contract|module_dashboard|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[POST /salons/{salon_id}/enquiries/{id}/convert],P1|auth|contract|module_dashboard|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/follow_up_tasks],P1|auth|contract|module_dashboard|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[POST /salons/{salon_id}/follow_up_tasks],P1|auth|contract|module_dashboard|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[DELETE /salons/{salon_id}/follow_up_tasks/{id}],P1|auth|contract|module_dashboard|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/follow_up_tasks/{id}],P1|auth|contract|module_dashboard|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[PATCH /salons/{salon_id}/follow_up_tasks/{id}],P1|auth|contract|module_dashboard|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[POST /salons/{salon_id}/follow_up_tasks/{id}/complete],P1|auth|contract|module_dashboard|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[POST /salons/{salon_id}/follow_up_tasks/{id}/dismiss],P1|auth|contract|module_dashboard|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[POST /salons/{salon_id}/follow_up_tasks/{id}/snooze],P1|auth|contract|module_dashboard|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/reports/appointments/rows],P1|auth|contract|module_reports|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/reports/appointments/summary],P1|auth|contract|module_reports|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/reports/catalogue],P1|auth|contract|module_reports|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/reports/customers/rows],P1|auth|contract|module_reports|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/reports/customers/summary],P1|auth|contract|module_reports|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/reports/expenses/rows],P1|auth|contract|module_reports|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/reports/expenses/summary],P1|auth|contract|module_reports|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/reports/inventory/rows],P1|auth|contract|module_reports|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/reports/inventory/summary],P1|auth|contract|module_reports|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/reports/marketing/rows],P1|auth|contract|module_reports|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/reports/marketing/summary],P1|auth|contract|module_reports|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/reports/payments/rows],P1|auth|contract|module_reports|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/reports/payments/summary],P1|auth|contract|module_reports|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/reports/profit/rows],P1|auth|contract|module_reports|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/reports/profit/summary],P1|auth|contract|module_reports|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/reports/sales/rows],P1|auth|contract|module_reports|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/reports/sales/summary],P1|auth|contract|module_reports|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/reports/services/rows],P1|auth|contract|module_reports|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/reports/services/summary],P1|auth|contract|module_reports|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/reports/staff_performance/rows],P1|auth|contract|module_reports|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/reports/staff_performance/summary],P1|auth|contract|module_reports|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/reports/{report_key}/download],P1|auth|contract|module_reports|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/reports/{report_key}/filters],P1|auth|contract|module_reports|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[DELETE /salons/{id}/logo],P1|auth|contract|module_crosscutting|parametrize
