nodeid,markers
tests/modules/test_billing.py::test_summary_refuses_dashboard_ranges[monthly],P1|functional|module_billing|parametrize
tests/modules/test_billing.py::test_summary_refuses_dashboard_ranges[quarterly],P1|functional|module_billing|parametrize
tests/modules/test_billing.py::test_summary_refuses_dashboard_ranges[yearly],P1|functional|module_billing|parametrize
tests/modules/test_billing.py::test_finalizing_twice_does_not_double_charge,P1|destructive|functional|module_billing|skip
tests/modules/test_billing.py::test_finalized_bill_cannot_be_edited,P1|destructive|functional|module_billing|skip
tests/modules/test_billing.py::test_refund_cannot_exceed_amount_paid,P1|destructive|functional|module_billing|skip
tests/modules/test_billing.py::test_pdf_returns_a_pdf,P1|functional|module_billing
tests/modules/test_dashboard.py::test_every_tab_accepts_every_range[today-overview],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_every_tab_accepts_every_range[today-attendance],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_every_tab_accepts_every_range[today-employees],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_every_tab_accepts_every_range[today-packages],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_every_tab_accepts_every_range[today-expenses],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_every_tab_accepts_every_range[today-inventory],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_every_tab_accepts_every_range[today-analytics],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_every_tab_accepts_every_range[today-reminders],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_every_tab_accepts_every_range[yesterday-overview],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_every_tab_accepts_every_range[yesterday-attendance],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_every_tab_accepts_every_range[yesterday-employees],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_every_tab_accepts_every_range[yesterday-packages],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_every_tab_accepts_every_range[yesterday-expenses],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_every_tab_accepts_every_range[yesterday-inventory],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_every_tab_accepts_every_range[yesterday-analytics],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_every_tab_accepts_every_range[yesterday-reminders],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_every_tab_accepts_every_range[last_7_days-overview],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_every_tab_accepts_every_range[last_7_days-attendance],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_every_tab_accepts_every_range[last_7_days-employees],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_every_tab_accepts_every_range[last_7_days-packages],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_every_tab_accepts_every_range[last_7_days-expenses],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_every_tab_accepts_every_range[last_7_days-inventory],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_every_tab_accepts_every_range[last_7_days-analytics],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_every_tab_accepts_every_range[last_7_days-reminders],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_every_tab_accepts_every_range[monthly-overview],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_every_tab_accepts_every_range[monthly-attendance],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_every_tab_accepts_every_range[monthly-employees],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_every_tab_accepts_every_range[monthly-packages],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_every_tab_accepts_every_range[monthly-expenses],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_every_tab_accepts_every_range[monthly-inventory],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_every_tab_accepts_every_range[monthly-analytics],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_every_tab_accepts_every_range[monthly-reminders],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_every_tab_accepts_every_range[quarterly-overview],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_every_tab_accepts_every_range[quarterly-attendance],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_every_tab_accepts_every_range[quarterly-employees],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_every_tab_accepts_every_range[quarterly-packages],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_every_tab_accepts_every_range[quarterly-expenses],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_every_tab_accepts_every_range[quarterly-inventory],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_every_tab_accepts_every_range[quarterly-analytics],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_every_tab_accepts_every_range[quarterly-reminders],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_every_tab_accepts_every_range[yearly-overview],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_every_tab_accepts_every_range[yearly-attendance],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_every_tab_accepts_every_range[yearly-employees],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_every_tab_accepts_every_range[yearly-packages],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_every_tab_accepts_every_range[yearly-expenses],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_every_tab_accepts_every_range[yearly-inventory],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_every_tab_accepts_every_range[yearly-analytics],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_every_tab_accepts_every_range[yearly-reminders],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_invalid_range_is_422_not_500_and_not_silently_defaulted[],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_invalid_range_is_422_not_500_and_not_silently_defaulted[1],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_invalid_range_is_422_not_500_and_not_silently_defaulted[last_week],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_invalid_range_is_422_not_500_and_not_silently_defaulted[weekly],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_invalid_range_is_422_not_500_and_not_silently_defaulted[all_time],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_invalid_range_is_422_not_500_and_not_silently_defaulted['; DROP TABLE bills--],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_invalid_range_is_422_not_500_and_not_silently_defaulted[monthly monthly],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_dropdown_labels_are_accepted_as_ranges[month],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_dropdown_labels_are_accepted_as_ranges[year],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_dropdown_labels_are_accepted_as_ranges[quarter],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_dropdown_labels_are_accepted_as_ranges[7d],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_dropdown_labels_are_accepted_as_ranges[last 7 days],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_dropdown_labels_are_accepted_as_ranges[MONTHLY],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_dropdown_labels_are_accepted_as_ranges[ today ],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_ranges_from_other_modules_are_refused[week],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_missing_range_defaults_to_today,P2|functional|module_dashboard
tests/modules/test_dashboard.py::test_cached_and_refreshed_payloads_agree,P2|functional|module_dashboard
tests/modules/test_dashboard.py::test_force_refresh_is_throttled_at_ten_per_minute,P2|functional|module_dashboard|slow
tests/modules/test_dashboard.py::test_action_center_rows_are_paginated[membership_renewals],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_action_center_rows_are_paginated[low_stock],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_action_center_rows_are_paginated[complaints],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_action_center_counter_matches_its_rows[membership_renewals],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_action_center_counter_matches_its_rows[low_stock],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_action_center_counter_matches_its_rows[complaints],P2|functional|module_dashboard|parametrize
tests/modules/test_dashboard.py::test_insights_is_separate_from_overview,P2|functional|module_dashboard
tests/modules/test_dashboard.py::test_meta_lookups_are_not_empty,P2|functional|module_dashboard
tests/modules/test_reports.py::test_filters_endpoint_describes_this_report[sales],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_filters_endpoint_describes_this_report[appointments],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_filters_endpoint_describes_this_report[services],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_filters_endpoint_describes_this_report[staff_performance],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_filters_endpoint_describes_this_report[expenses],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_filters_endpoint_describes_this_report[customers],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_filters_endpoint_describes_this_report[inventory],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_filters_endpoint_describes_this_report[profit],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_filters_endpoint_describes_this_report[marketing],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_filters_endpoint_describes_this_report[payments],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_unknown_report_key_is_404_not_500[],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_unknown_report_key_is_404_not_500[revenue],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_unknown_report_key_is_404_not_500[sales2],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_unknown_report_key_is_404_not_500[../sales],P2|functional|module_crosscutting|parametrize
tests/modules/test_reports.py::test_unknown_report_key_is_404_not_500[sales;DROP TABLE bills],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_custom_range_wins_over_named_range[sales],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_custom_range_wins_over_named_range[appointments],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_custom_range_wins_over_named_range[services],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_custom_range_wins_over_named_range[staff_performance],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_custom_range_rules_are_enforced[sales-from and to omitted],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_custom_range_rules_are_enforced[sales-to omitted],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_custom_range_rules_are_enforced[sales-from omitted],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_custom_range_rules_are_enforced[sales-from after to],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_custom_range_rules_are_enforced[sales-to in the future],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_custom_range_rules_are_enforced[sales-span over 366 days],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_custom_range_rules_are_enforced[sales-unparseable from],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_custom_range_rules_are_enforced[appointments-from and to omitted],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_custom_range_rules_are_enforced[appointments-to omitted],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_custom_range_rules_are_enforced[appointments-from omitted],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_custom_range_rules_are_enforced[appointments-from after to],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_custom_range_rules_are_enforced[appointments-to in the future],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_custom_range_rules_are_enforced[appointments-span over 366 days],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_custom_range_rules_are_enforced[appointments-unparseable from],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_custom_range_rules_are_enforced[services-from and to omitted],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_custom_range_rules_are_enforced[services-to omitted],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_custom_range_rules_are_enforced[services-from omitted],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_custom_range_rules_are_enforced[services-from after to],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_custom_range_rules_are_enforced[services-to in the future],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_custom_range_rules_are_enforced[services-span over 366 days],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_custom_range_rules_are_enforced[services-unparseable from],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_custom_range_rules_are_enforced[staff_performance-from and to omitted],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_custom_range_rules_are_enforced[staff_performance-to omitted],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_custom_range_rules_are_enforced[staff_performance-from omitted],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_custom_range_rules_are_enforced[staff_performance-from after to],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_custom_range_rules_are_enforced[staff_performance-to in the future],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_custom_range_rules_are_enforced[staff_performance-span over 366 days],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_custom_range_rules_are_enforced[staff_performance-unparseable from],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_valid_custom_range_is_accepted[sales],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_valid_custom_range_is_accepted[appointments],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_valid_custom_range_is_accepted[services],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_valid_custom_range_is_accepted[staff_performance],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_summary_echoes_the_resolved_range[sales],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_summary_echoes_the_resolved_range[appointments],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_summary_echoes_the_resolved_range[services],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_summary_echoes_the_resolved_range[staff_performance],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_every_range_works_on_the_sales_report[today],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_every_range_works_on_the_sales_report[yesterday],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_every_range_works_on_the_sales_report[last_7_days],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_every_range_works_on_the_sales_report[monthly],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_every_range_works_on_the_sales_report[quarterly],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_every_range_works_on_the_sales_report[yearly],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_download_returns_a_csv[sales],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_download_returns_a_csv[appointments],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_download_returns_a_csv[services],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_download_returns_a_csv[staff_performance],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_download_returns_a_csv[expenses],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_download_returns_a_csv[customers],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_download_returns_a_csv[inventory],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_download_returns_a_csv[profit],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_download_returns_a_csv[marketing],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_download_returns_a_csv[payments],P2|functional|module_reports|parametrize
tests/modules/test_reports.py::test_download_completes_within_a_request_timeout[sales],P2|functional|module_reports|parametrize|slow
tests/modules/test_reports.py::test_download_completes_within_a_request_timeout[appointments],P2|functional|module_reports|parametrize|slow
tests/modules/test_reports.py::test_download_completes_within_a_request_timeout[services],P2|functional|module_reports|parametrize|slow
tests/modules/test_reports.py::test_download_completes_within_a_request_timeout[staff_performance],P2|functional|module_reports|parametrize|slow
tests/modules/test_reports.py::test_download_completes_within_a_request_timeout[expenses],P2|functional|module_reports|parametrize|slow
tests/modules/test_reports.py::test_download_completes_within_a_request_timeout[customers],P2|functional|module_reports|parametrize|slow
tests/modules/test_reports.py::test_download_completes_within_a_request_timeout[inventory],P2|functional|module_reports|parametrize|slow
tests/modules/test_reports.py::test_download_completes_within_a_request_timeout[profit],P2|functional|module_reports|parametrize|slow
tests/modules/test_reports.py::test_download_completes_within_a_request_timeout[marketing],P2|functional|module_reports|parametrize|slow
tests/modules/test_reports.py::test_download_completes_within_a_request_timeout[payments],P2|functional|module_reports|parametrize|slow
tests/modules/test_reports.py::test_catalogue_lists_every_report,P2|functional|module_reports
tests/modules/test_salon_setup.py::test_pagination_meta_is_consistent[/salons/{salon_id}/products-True],P2|functional|module_setup|parametrize
tests/modules/test_salon_setup.py::test_pagination_meta_is_consistent[/salons/{salon_id}/staff-True],P2|functional|module_setup|parametrize
tests/modules/test_salon_setup.py::test_pagination_meta_is_consistent[/salon_services-False],P2|functional|module_setup|parametrize
tests/modules/test_salon_setup.py::test_page_two_is_not_page_one[/salons/{salon_id}/products-True],P2|functional|module_setup|parametrize
tests/modules/test_salon_setup.py::test_page_two_is_not_page_one[/salons/{salon_id}/staff-True],P2|functional|module_setup|parametrize
tests/modules/test_salon_setup.py::test_page_two_is_not_page_one[/salon_services-False],P2|functional|module_setup|parametrize
tests/modules/test_salon_setup.py::test_sort_parameter_is_allowlisted[name-/salons/{salon_id}/products-True],P2|functional|module_setup|parametrize
tests/modules/test_salon_setup.py::test_sort_parameter_is_allowlisted[name-/salons/{salon_id}/staff-True],P2|functional|module_setup|parametrize
tests/modules/test_salon_setup.py::test_sort_parameter_is_allowlisted[name-/salon_services-False],P2|functional|module_setup|parametrize
tests/modules/test_salon_setup.py::test_sort_parameter_is_allowlisted[-name-/salons/{salon_id}/products-True],P2|functional|module_setup|parametrize
tests/modules/test_salon_setup.py::test_sort_parameter_is_allowlisted[-name-/salons/{salon_id}/staff-True],P2|functional|module_setup|parametrize
tests/modules/test_salon_setup.py::test_sort_parameter_is_allowlisted[-name-/salon_services-False],P2|functional|module_setup|parametrize
tests/modules/test_salon_setup.py::test_sort_parameter_is_allowlisted[created_at-/salons/{salon_id}/products-True],P2|functional|module_setup|parametrize
tests/modules/test_salon_setup.py::test_sort_parameter_is_allowlisted[created_at-/salons/{salon_id}/staff-True],P2|functional|module_setup|parametrize
tests/modules/test_salon_setup.py::test_sort_parameter_is_allowlisted[created_at-/salon_services-False],P2|functional|module_setup|parametrize
tests/modules/test_salon_setup.py::test_sort_parameter_is_allowlisted[nonsense_column-/salons/{salon_id}/products-True],P2|functional|module_setup|parametrize
tests/modules/test_salon_setup.py::test_sort_parameter_is_allowlisted[nonsense_column-/salons/{salon_id}/staff-True],P2|functional|module_setup|parametrize
tests/modules/test_salon_setup.py::test_sort_parameter_is_allowlisted[nonsense_column-/salon_services-False],P2|functional|module_setup|parametrize
tests/modules/test_salon_setup.py::test_sort_parameter_is_allowlisted[name; DROP TABLE products---/salons/{salon_id}/products-True],P2|functional|module_setup|parametrize
tests/modules/test_salon_setup.py::test_sort_parameter_is_allowlisted[name; DROP TABLE products---/salons/{salon_id}/staff-True],P2|functional|module_setup|parametrize
tests/modules/test_salon_setup.py::test_sort_parameter_is_allowlisted[name; DROP TABLE products---/salon_services-False],P2|functional|module_setup|parametrize
tests/modules/test_salon_setup.py::test_summary_totals_match_the_list,P2|functional|module_setup
tests/modules/test_salon_setup.py::test_filters_actually_filter,P2|functional|module_setup
tests/modules/test_salon_setup.py::test_bulk_validate_reports_errors_without_creating[products],P2|functional|module_setup|parametrize
tests/modules/test_salon_setup.py::test_bulk_validate_reports_errors_without_creating[staff],P2|functional|module_setup|parametrize
tests/modules/test_salon_setup.py::test_bulk_upload_is_all_or_nothing[products],P2|destructive|functional|module_setup|parametrize|skip
tests/modules/test_salon_setup.py::test_bulk_upload_is_all_or_nothing[staff],P2|destructive|functional|module_setup|parametrize|skip
tests/modules/test_salon_setup.py::test_bulk_delete_requires_ids,P2|functional|module_setup
tests/modules/test_salon_setup.py::test_export_returns_a_file_not_a_page,P2|functional|module_setup
tests/modules/test_salon_setup.py::test_customer_profile_summary_is_range_aware,P2|functional|module_setup
tests/modules/test_settings.py::test_settings_tab_is_readable[/salons/{salon_id}/settings-PUT],P2|functional|module_settings|parametrize
tests/modules/test_settings.py::test_settings_tab_is_readable[/salons/{salon_id}/working_days-PUT],P2|functional|module_settings|parametrize
tests/modules/test_settings.py::test_settings_tab_is_readable[/salons/{salon_id}/roles-PUT],P2|functional|module_settings|parametrize
tests/modules/test_settings.py::test_settings_tab_is_readable[/salons/{salon_id}/notification_preferences-PUT],P2|functional|module_settings|parametrize
tests/modules/test_settings.py::test_read_write_read_is_lossless[/salons/{salon_id}/settings-PUT],P2|destructive|functional|module_settings|parametrize|skip
tests/modules/test_settings.py::test_read_write_read_is_lossless[/salons/{salon_id}/working_days-PUT],P2|destructive|functional|module_settings|parametrize|skip
tests/modules/test_settings.py::test_read_write_read_is_lossless[/salons/{salon_id}/roles-PUT],P2|destructive|functional|module_settings|parametrize|skip
tests/modules/test_settings.py::test_read_write_read_is_lossless[/salons/{salon_id}/notification_preferences-PUT],P2|destructive|functional|module_settings|parametrize|skip
tests/modules/test_settings.py::test_holidays_bulk_put_replaces_the_whole_set,P2|functional|module_settings
tests/modules/test_settings.py::test_holidays_saved_twice_do_not_duplicate,P2|destructive|functional|module_settings|skip
tests/modules/test_settings.py::test_impossible_business_hours_are_refused[day0-closes before it opens],P2|destructive|functional|module_settings|parametrize|skip
tests/modules/test_settings.py::test_impossible_business_hours_are_refused[day1-hour 25],P2|destructive|functional|module_settings|parametrize|skip
tests/modules/test_settings.py::test_impossible_business_hours_are_refused[day2-blank times on an open day],P2|destructive|functional|module_settings|parametrize|skip
tests/modules/test_settings.py::test_impossible_business_hours_are_refused[day3-weekday 9],P2|destructive|functional|module_settings|parametrize|skip
tests/modules/test_settings.py::test_impossible_business_hours_are_refused[day4-a break outside opening hours],P2|destructive|functional|module_settings|parametrize|skip
tests/modules/test_settings.py::test_a_valid_working_day_is_accepted,P2|destructive|functional|module_settings|skip
tests/modules/test_settings.py::test_invalid_gst_is_refused[gst0-negative GST],P2|destructive|functional|module_settings|parametrize|skip
tests/modules/test_settings.py::test_invalid_gst_is_refused[gst1-GST over 100%],P2|destructive|functional|module_settings|parametrize|skip
tests/modules/test_settings.py::test_invalid_gst_is_refused[gst2-non-numeric GST],P2|destructive|functional|module_settings|parametrize|skip
tests/modules/test_settings.py::test_invalid_gst_is_refused[gst3-markup in the GST number],P2|destructive|functional|module_settings|parametrize|skip
tests/modules/test_settings.py::test_role_matrix_cannot_grant_unknown_permissions,P2|destructive|functional|module_settings|skip
tests/modules/test_settings.py::test_notification_preferences_owns_its_column,P2|functional|module_settings
tests/test_00_smoke.py::test_api_is_reachable,P1|module_crosscutting|smoke
tests/test_00_smoke.py::test_owner_token_is_accepted,P1|module_crosscutting|smoke
tests/test_00_smoke.py::test_swagger_spec_loads,P1|module_crosscutting|smoke
tests/test_00_smoke.py::test_second_salon_is_configured,P1|module_crosscutting|smoke
tests/test_contract_auth.py::test_rejects_missing_token[POST /appointments],P1|auth|contract|module_calendar|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[PUT /appointments/{id}],P1|auth|contract|module_calendar|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[PUT /appointments/{id}/reschedule],P1|auth|contract|module_calendar|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[PATCH /appointments/{id}/status],P1|auth|contract|module_calendar|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{id}/appointments],P1|auth|contract|module_calendar|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/appointments/gaps],P1|auth|contract|module_calendar|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/appointments/summary],P1|auth|contract|module_calendar|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/appointments/week],P1|auth|contract|module_calendar|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/resources],P1|auth|contract|module_calendar|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[POST /salons/{salon_id}/resources],P1|auth|contract|module_calendar|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[DELETE /salons/{salon_id}/resources/{id}],P1|auth|contract|module_calendar|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[PUT /salons/{salon_id}/resources/{id}],P1|auth|contract|module_calendar|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/waitlist_entries],P1|auth|contract|module_calendar|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[POST /salons/{salon_id}/waitlist_entries],P1|auth|contract|module_calendar|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[DELETE /salons/{salon_id}/waitlist_entries/{id}],P1|auth|contract|module_calendar|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[POST /salons/{salon_id}/waitlist_entries/{id}/auto_fill],P1|auth|contract|module_calendar|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/attendance/daily],P1|auth|contract|module_attendance|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/attendance/employees],P1|auth|contract|module_attendance|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[PUT /salons/{salon_id}/attendance/entries],P1|auth|contract|module_attendance|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[DELETE /salons/{salon_id}/attendance/entries/{id}],P1|auth|contract|module_attendance|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/attendance/export],P1|auth|contract|module_attendance|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/attendance/logs],P1|auth|contract|module_attendance|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/attendance/summary],P1|auth|contract|module_attendance|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /salons/{salon_id}/attendance/time_blocks],P1|auth|contract|module_attendance|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[POST /salons/{salon_id}/attendance/time_blocks],P1|auth|contract|module_attendance|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[DELETE /salons/{salon_id}/attendance/time_blocks/{id}],P1|auth|contract|module_attendance|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[GET /api/v1/billing/bills],P1|auth|contract|module_billing|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[POST /api/v1/billing/bills],P1|auth|contract|module_billing|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[POST /api/v1/billing/bills/calculate],P1|auth|contract|module_billing|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[POST /api/v1/billing/bills/finalize],P1|auth|contract|module_billing|parametrize
tests/test_contract_auth.py::test_rejects_missing_token[DELETE /api/v1/billing/bills/{id}],P1|auth|contract|module_billing|parametrize
